text,emotion
 ellartfrank  dell krushnic  What Obama did at the end of his 2nd term was fundamentally undemocratic  to sign up t  https   t co lnFm27XSEN,Joy
 dellxxm Dell ,Joy
RT  CapehartJ  Black Lives Matter Plaza and H Street https   t co iBbW2TXuoO,Joy
 yvonnenelsongh Thank you my mummy for taking good care of our queen,Joy
RT  DemarestNv  Congrats to NVD Field Hockey for advancing their record to 4 3 2 with their exciting 1 0 victory in overtime to beat NVOT  ,Joy
RT  buppkizz  mr dell        https   t co O2U0TdoKyz,Fear
 Dell dell7 JK s expression is so funny  like  wait     what   https   t co WJiYoXRu3Q,Surprise
RT  DrJasonJohnson  Aaaaaaaaaand SCENE     ,Joy
I can only use Dell XPS https   t co LIA9MXHOI7,Fear
RT  Thamwerii  Dell performance gt  gt  gt  gt  gt  gt ,Joy
RT  Amy Siskind  NYC celebrates a Biden victory  https   t co Vv9rVR5FZY,Joy
RT  ABC  BREAKING  Hillary Clinton   The voters have spoken  and they have chosen Joe Biden and Kamala Harris to be our next president and ,Joy
 McFaul  JoeBiden Just said that very thing to my husband  2nd my PM JT,Surprise
RT  wesstreeting  One down  one to go    https   t co HKGLV1VOYI,Joy
Dell performance gt  gt  gt  gt  gt  gt  https   t co MZHmM9Y5su,Joy
RT  jasminecrowe  I ve teamed up with  Dell to offer a full summer internship and free Dell XPS laptop  which is pretty amazing   I m encou ,Joy
RT  McFaul  At the right moment  the  first congratulatory call  JoeBiden should take from a foreign leader  Angela Merkel ,Fear
 iamjohnhermit  dell krushnic Lmao i dont cos i know what my moral compass is and i dont allow my beleive to be sub  https   t co a7DQrzxksN,Fear
 DxRxEdu  cjmoreland  CPSolvers  DellMedIMres  rabihmgeha what   I missed morning report with CPS  Damn  I was chie  https   t co d24eimey58,Joy
 president dell More life again Gang    live it up,Surprise
 iamjohnhermit  dell krushnic And for the lie aspect as a Christian though God forgives us he doesnt implore as to  https   t co IFyX92q8br,Joy
 Dell dell7 This is for you https   t co A53NWkHOPu,Surprise
 Dell dell7 kook looking all innocent while Taehyung s wearing that sly n also smug grin i  I love you   ,Surprise
 BardotBlake That s not a bad laptop top if your looking for something you can take out the box and use  16 gigs of  https   t co k7VrUch9aO,Anger
I m hungover as fuck rn but a bitch gotta pop some bottles for Biden tonight    ,Surprise
 iamjohnhermit  dell krushnic Do you know what racist rhetoric is  ,Fear
 ellartfrank  dell krushnic Feel sorry for yourself ,Sadness
RT  CRN   DellTech s channel chief Scott Millard talks to  CRN about why storage competitors like  HPE   Huawei   PureStorage and  NetApp c ,Fear
 g colieee Yea this has always been my problem with his supporters,Anger
 president dell Happy bday my boy,Surprise
 ellartfrank  dell krushnic Successful people fail a lot  but they re considered hardworking for rising back up  Ve  https   t co 14cROdjDBG,Fear
Another devil https   t co nofvJUKcBK,Surprise
RT  Sandra93qzr44p5  Van Dell 14K Gold Overlay Brooch With Genuine Diamonds   New In Original Box   Never Worn   Original Price 67 50  Woul ,Fear
Dell Inspiron 15 6  HD Business Laptop  Intel 4205U  16GB Memory  256GB PCIe Solid State Drive   1TB HDD  Webcam  W  https   t co xhzSBWGKiB,Fear
RT  DouglasEmhoff  So proud of you           https   t co Orb1ISe0dU,Joy
 Dell dell7 I love you,Surprise
Van Dell 14K Gold Overlay Brooch With Genuine Diamonds   New In Original Box   Never Worn   Original Price 67 50  W  https   t co 0qzARW6nVA,Joy
RT  RosieBarton  First reaction from the government ,Fear
RT  jemillerwbal  Statement from Pres Donald Trump    this election is far from over   https   t co FCfn5LLxrO,Fear
RT  jemillerwbal   Democracy beats deep in the heart of America  Joe Biden upon election as 46th president in campaign like no other,Fear
RT  rolandsmartin  Dancing on the political grave of  realDonaldTrump   BidenHarris2020 https   t co qQLTx67obr,Joy
Did you https   t co iLcvbZ7kVu,Surprise
 Kristian Walsh  VanJones68 It feels incredible Kristian  America is a better place this morning  Thank you for you  https   t co 0Nbktc0VDx,Joy
Also Biden is more friendly to China  All my Chinese stocks about to bubble invest in they infrastructure,Joy
Corporate users who put a premium on privacy will appreciate the robust security features built into the Dell Latit  https   t co blkMwzHDvE,Fear
Kamala husband is a well connected Jewish lawyer  They are in the White House now watch  Jewish ppl bubble so hard and Israel,Joy
Dell Technologies Midrange Storage is the perfect opportunity for your business to transform its IT and empower you  https   t co JVV0v7rzk1,Joy
 shrugemoji69  ezlazar Die mad  Lol  Have you seen the house and senate races  4 years of gridlock is best case scenario for Biden,Disgust
RT  ThatManDeemZ  Lmao right let s not forget the virus is still going strong ,Fear
 TheRock  steveaustinBSR   WWEUniverse   JohnCena  psndown  Microsoft  playstation  starwars  FansofLivePd  https   t co 8seye0817H,Surprise
RT  SantinoLCamacho  Are you a UT for Me Student  Dell Scholar  Receive Pell Grant funds  If you are a student who has received financial a ,Joy
This post explains how to configure the PowerFlex Management Pack for vROps   vRealizeOps  vmware  PowerFlexMan https   t co W5BraEV8Mv,Anger
All these dicksucking black GOP hopefuls can go back to being irrelevant now,Surprise
Watch trump start hoing his base,Fear
7 books in one collection  Follow the survivors as they struggle to survive in a vastly changed world  where the li  https   t co KAIzU7OKVj,Fear
I wonder how many WVU fans are in Austin that will be in Dell Seton s ER later for  scooter accident    ,Surprise
 shunloopss  weareoneEXO Thankyouu dell  ,Surprise
 GBMC73  CapplemeisterP Your wife has a dell that works very very well,Joy
 wheres  dell Uhh ohhh       ,Anger
I ll hold a brick for you Biden https   t co h7iNLEAuPl,Fear
 NaBean Doug Jones is the actor who plays all of the  monsters  in Guillermo Dell Toro s movies  ST D is one of the  https   t co 5jgVlGHHBG,Fear
Dell SE2419Hx 23 8  IPS Full HD  1920x1080  Monitor  Black https   t co plHT6T1LmB https   t co NeSrBgBqOl,Surprise
RT  fuckmedayIight  congrats to black people  congrats to women  congrats to the lgbtq community  congrats to minorities  congrats to poc  ,Joy
RT  jasminecrowe  I ve teamed up with  Dell to offer a full summer internship and free Dell XPS laptop  which is pretty amazing   I m encou ,Joy
RT  AdnanKhaleel  Excited about  SC20  Well so are we  Join us next week at the Dell HPC Community Online on Nov 11th at 10am CT where you ,Joy
 dell krushnic He s playing Golf,Sadness
Congrats to NVD Field Hockey for advancing their record to 4 3 2 with their exciting 1 0 victory in overtime to bea  https   t co B0yVsLHQ4k,Joy
I m sooooooo happy     ,Joy
 marklevinshow I want to tell you to get off FOX   They are turning into the  fake news  and it is very dishearteni  https   t co Rhj60vbooG,Fear
 DELL CO   ezlazar trump lost  die mad,Anger
I get jealous because I m afraid somebody will make you happier that I do  ,Fear
 iamjohnhermit  dell krushnic Lmao nah fam your indoctrination is irredeemable and am quiet sorry for you ,Joy
 PirateKustoms  RealJamesWoods Laptops from OEM manufactures are on backorder and out of stock on direct purchase s  https   t co bB3l77Qj3o,Joy
RT  IAM  Network  Global Facial Recognition Biometrics in Consumer Electronics Market Expected to reach highest CAGR in forecast period   R ,Fear
 QuanFlix  I ve got 2 Dell s3220dgf  HDR  freesync 2  fully gsync compatible  deep blacks  and extremely accurate c  https   t co WAjlZ0IiMa,Fear
 DrLearnasaurus I ve really been yearning for the Gary Dell take on all of this over the past few months ,Joy
 president dell happy birthday my brotha   ,Surprise
RT  Expherience  Democracy survives  Fuck yea ,Fear
RT  oliverdarcy  Emotional moment on CNN with  VanJones68 breaking down   It s easier to be a parent this morning  it s easier to be a dad  ,Joy
 president dell Happy birthday my boy,Surprise
if Biden can t bring Kobe   juice   x and Von back   then idgaf,Fear
 ellartfrank  dell krushnic First of all  why should I believe anything this man is saying in the video  Because he  https   t co SWzPsxt45w,Fear
 iamjohnhermit  dell krushnic Hardworking after filing 6 bankruptcies    Patriotic after calling white supremacist  https   t co M8gJVqgZxx,Fear
Sure love https   t co 7vHEgTT11D,Anger
RT  punarutthana  Moderator Senior Advisor   Govt relations  which government   Dell  amp  HLSWA   Harvard Law School Association Women s Allia ,Fear
RT  punarutthana  Dell wants to work to resolve global conflicts only when top heads can get together  not a coincidence   amp   SabarimalaTemp ,Anger
 noahadler1  CofRedCentral I m hoping some kind of trade for risto,Surprise
RT  NYGovCuomo  A historic day   After the darkness  division and hate of the past four years  America has spoken and rejected more of the ,Fear
 president dell Happy birthday Odell   ,Surprise
 TheTweetOfGod I don t know what would Biden do for Iranian people but I m sure Trump just made everything like a h  https   t co ZMLSgpXaiW,Joy
Uncle Johnson   Sunil   Piyal   GYPSIES     DELL Studio on TV Derana   2    https   t co YtHf9iF9xl via  YouTube,Surprise
RT  SenSchumer  The long dark night in America is over  and a new dawn is coming ,Joy
 3 3  systemic racism  and other institutions of evil  begin to heal and not fester  Congratulations  JoeBiden  our  https   t co ZGoyld13Gy,Joy
 2 3  lived through a Trump presidency  and now  I feel at peace  knowing the President will choose to love me  rat  https   t co xDx6mGcYlc,Joy
 1 3 Today is a day to be in the history books  People of different ethnicities  race  creed  gender identities  an  https   t co 7dDRvCVSnh,Fear
RT  staceyabrams  GEORGIA  The January 5 runoff elections for control of the U S  Senate are fast approaching  Make your voice heard by req ,Fear
That long time Trump hasn t tweeted ah ,Sadness
 Dee Ar Jay He had to go,Surprise
 dell krushnic  ellartfrank Far from it  I m not even sure if Trump is Christian or not  I support Trump because he  https   t co EKnwdMnf4T,Fear
I am sorry to say  but with such a poor service  from a such a reputed company as DELL  we ll be forced to convey f  https   t co 8RRl0IxGq9,Fear
This is quite shameful  for such a renowned and reputed company  as Dell  We wasted 70 000INR for this particular p  https   t co qtlQy9FJok,Fear
Thank you for that  But  just after two weeks of the warranty expiring  the laptop stopped working again  and we we  https   t co CMITtc58ob,Fear
 AlokOhrie  Dell  DellCares  MichaelDell  This is Lt  Col Rohit Bisht  Jalandhar  India  This is with reference to  https   t co b72ceETE9y,Fear
 iamjohnhermit  dell krushnic For someone who believes in the bible as do i  Listen and tell me truly in your heart  https   t co zOqRM0JZ4z,Joy
 Dmw80520984  PaulMotto And even he backed off n let the lad shoot for their second goal  Dell,Joy
Preciate y all       I feel the love it s only 12      ,Fear
Sunday  Sunset,Joy
here goes the Comedia dell arte https   t co bXR7dAv919,Joy
RT  snoblifeken    president dell happy birthday dell  ,Surprise
RT  lifexsuber   president dell Happy Cashday Bro ,Surprise
RT  LeekLeeek    president dell happy birthday my boy  ,Surprise
this bitch be DUMB bitch be me ma che cazzo schedulo le robe dell hourly qui BASYAYAYA i lost it i literally LOST it,Sadness
Preciate u bro    https   t co pliMzBYv0S,Fear
 dell krushnic  ellartfrank Marijuana    smh,Surprise
RT  JoeBiden  America  I m honored that you have chosen me to lead our great country   The work ahead of us will be hard  but I promise you ,Joy
Bouta be funny as hell https   t co QsJWqPV6yY,Surprise
 ellartfrank  iamjohnhermit He s for Trump because he believes Trump was sent to save Americans from sin ,Disgust
 QueennEllee Right,Joy
 iamjohnhermit  ellartfrank Eiiii nahhhh John must be crack,Joy
 ellartfrank  dell krushnic Yes I am,Surprise
 dell krushnic  ellartfrank We both live in Ghana lol  Why should you be able to root for Biden and I can t do so f  https   t co EMGNjEsPFD,Joy
RT  jasonschreier  Powerful  unifying words from the 45th president to his country as we elect the 46th https   t co tuBUoNV1VK,Fear
 president dell happy birthday my boy  ,Surprise
RT  ProjectLincoln  Donald Trump lost  America won ,Sadness
Don t whatever you do buy an  Dell laptop  Worst customer experience ever  Over 2000 I don t have and it is just no  https   t co hHVR9hgFjC,Fear
RT  alfranken  And now the gracious concession ,Joy
RT  TheRickWilson  I m not crying tears of joy    YOU RE crying tears of joy ,Joy
Dell XPS 13 contre Apple MacBook Air Source  https   t co rrX2bieBCG https   t co XG2hIZH0dC,Anger
RT  PeteButtigieg  How refreshing that our president elect is already at work to unite and heal   ready to serve everyone who voted for thi ,Joy
 iamjohnhermit  dell krushnic And i ask this without any condescending motive,Sadness
RT  MSNBC    SteveKornacki can go to sleep now ,Joy
Yal talking about trump but we get rid of that white devil mike pence too,Joy
RT  ProjectLincoln  Donald Trump lost  America won ,Sadness
 iamjohnhermit  dell krushnic You a christian  ,Fear
 DouglasEmhoff Yeah,Joy
 dell krushnic  iamjohnhermit Aswer lef am  Its the willful ignorance for me,Disgust
Hello dear https   t co VFigKLxABv,Surprise
RT  DouglasEmhoff  So proud of you           https   t co Orb1ISe0dU,Joy
 ellartfrank  dell krushnic What are you talking about  What beliefs have I aligned to that are contrary to human n  https   t co e2vAngvQn5,Fear
RT  NonaReneeRay   StephenHaynes4  ShotzSantana What you don t like the flavor of beige ,Fear
 Dell absolute joke  I spent  2000 on your flagship top spec laptop 3mth old  amp  it crashes every 15 min I literally  https   t co WJiEjwP5Xy,Joy
RT  SENTRY LONDON   S auce  ShotzSantana Mate we do drive by s on a horse with a lance saying  Break yourself squire  https   t co 3eSz04ze ,Joy
It s time https   t co Cur2UtjpSa,Joy
